"code", "description"
"729.81","Other disorders of soft tissues; Swelling of limb"
"729.82","Other disorders of soft tissues; Cramp"
"729.89","Other disorders of soft tissues; Other"
"729.9","Other disorders of soft tissues; Other and unspecified disorders of soft tissue"
"729.90","Other disorders of soft tissues; Disorders of soft tissue, unspecified"
"729.91","Other disorders of soft tissues; Post-traumatic seroma"
"729.92","Other disorders of soft tissues; Nontraumatic hematoma of soft tissue"
"729.99","Other disorders of soft tissue"
"730","Osteomyelitis, periostitis, and other infections involving bone"
"730.0","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis"
"730.00","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, site unspecified"
"730.01","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, shoulder region"
"730.02","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, upper arm"
"730.03","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, forearm"
"730.04","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, hand"
"730.05","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, pelvic region and thigh"
"730.06","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, lower leg"
"730.07","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, ankle and foot"
"730.08","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, other specified sites"
"730.09","Osteomyelitis, periostitis, and other infections involving bone; Acute osteomyelitis, multiple sites"
"730.1","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis"
"730.10","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, site unspecified"
"730.11","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, shoulder region"
"730.12","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, upper arm"
"730.13","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, forearm"
"730.14","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, hand"
"730.15","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, pelvic region and thigh"
"730.16","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, lower leg"
"730.17","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, ankle and foot"
"730.18","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, other specified sites"
"730.19","Osteomyelitis, periostitis, and other infections involving bone; Chronic osteomyelitis, multiple sites"
"730.2","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis"
"730.20","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, site unspecified"
"730.21","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, shoulder region"
"730.22","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, upper arm"
"730.23","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, forearm"
"730.24","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, hand"
"730.25","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, pelvic region and thigh"
"730.26","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, lower leg"
"730.27","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, ankle and foot"
"730.28","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, other specified sites"
"730.29","Osteomyelitis, periostitis, and other infections involving bone; Unspecified osteomyelitis, multiple sites"
"730.3","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis"
"730.30","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, site unspecified"
"730.31","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, shoulder region"
"730.32","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, upper arm"
"730.33","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, forearm"
"730.34","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, hand"
"730.35","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, pelvic region and thigh"
"730.36","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, lower leg"
"730.37","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, ankle and foot"
"730.38","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, other specified sites"
"730.39","Osteomyelitis, periostitis, and other infections involving bone; Periostitis without mention of ostemyelitis, multiple sites"
"730.7","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis"
"730.70","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, site unspecified"
"730.71","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, shoulder region"
"730.72","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, upper arm"
"730.73","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, forearm"
"730.74","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, hand"
"730.75","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, pelvic region and thigh"
"730.76","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, lower leg"
"730.77","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, ankle and foot"
"730.78","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, other specified sites"
"730.79","Osteomyelitis, periostitis, and other infections involving bone; Osteopathy resulting from poliomyelitis, multiple sites"
"730.8","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere"
"730.80","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, site unspecified"
"730.81","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, shoulder region"
"730.82","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, upper arm"
"730.83","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, forearm"
"730.84","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, hand"
"730.85","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, pelvic region and thigh"
"730.86","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, lower leg"
"730.87","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, ankle and foot"
"730.88","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, other specified sites"
"730.89","Osteomyelitis, periostitis, and other infections involving bone; Other infections involving bone in disease classified elsewhere, multiple sites"
"730.9","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone"
"730.90","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, site unspecified"
"730.91","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, shoulder region"
"730.92","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, upper arm"
"730.93","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, forearm"
"730.94","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, hand"
"730.95","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, pelvic region and thigh"
"730.96","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, lower leg"
"730.97","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, ankle and foot"
"730.98","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, other specified sites"
"730.99","Osteomyelitis, periostitis, and other infections involving bone; Unspecified infection of bone, multiple sites"
"731","Osteitis deformans and osteopathies associated with other disorders classified elsewhere"
"731.0","Osteitis deformans and osteopathies associated with other disorders classified elsewhere; Osteitis deformans without mention of bone tumor"
